feature,class
"[-7.6377765e+02  7.3887520e+01 -3.2667664e+01  2.9244806e+01
 -3.0287064e+01  1.4007262e+01 -3.3106373e+01 -2.1234848e+00
 -2.0678642e+01 -1.2713980e+01 -1.2701593e+01 -1.8698771e+01
 -7.9522467e+00 -2.1084465e+01 -2.2159352e+00 -1.5926826e+01
 -1.9380674e+00 -1.0655062e+01 -4.4314594e+00 -6.6198950e+00
 -6.9801927e+00  1.1465187e-01 -4.3571668e+00  3.8204789e+00
 -3.6247072e+00  4.2854266e+00 -2.0694013e+00  2.8017495e+00
  2.4536105e-01  2.8170345e+00  4.1346149e+00  7.8177381e-01
  6.4536238e+00  3.1173236e+00  7.0568523e+00  2.3147657e+00
  8.0929832e+00  3.7647784e+00  4.6588888e+00  4.8540645e+00]",dislike_to_learn
"[-7.0072858e+02  6.2325844e+01 -3.2341751e+01  1.5874962e+01
 -2.5399347e+01  6.9905028e+00 -2.8085663e+01 -7.8833747e+00
 -1.6452232e+01 -9.2406082e+00 -1.2637589e+01 -2.2113462e+01
 -1.1167577e+01 -1.9782797e+01 -8.9416790e+00 -1.8314383e+01
 -6.1867151e+00 -1.1064910e+01 -8.9379110e+00 -7.1458607e+00
 -5.6460910e+00 -3.3460653e+00 -6.6994586e+00  3.5825262e+00
 -3.6766071e+00  5.6653392e-01 -1.1076564e+00 -3.1413329e-01
 -5.5520719e-01  3.2331798e+00  5.0414596e+00  3.2569764e+00
  7.6866684e+00  4.6144409e+00  9.2741575e+00  5.7596517e+00
  6.2145767e+00  5.0064526e+00  5.7966661e+00  7.0810847e+00]",dislike_to_learn
"[-6.5828729e+02  6.0490108e+01 -4.3401867e+01  2.3722010e+01
 -3.7179138e+01 -5.1574963e-01 -3.3861984e+01 -1.7566217e+01
 -2.9974018e+01 -1.5533365e+01 -1.2697106e+01 -1.9412035e+01
 -7.1336641e+00 -1.9871407e+01 -1.8054155e+00 -1.4961659e+01
 -4.4981351e+00 -4.3361120e+00 -3.9860663e+00 -4.9141736e+00
 -6.5362930e+00 -1.3559870e+00 -4.6351891e+00  2.0890319e+00
 -1.0070833e+00  3.7129726e+00 -3.0579834e+00  2.2994392e+00
  2.8518305e+00  1.2634428e+00  4.7022638e+00  5.3861909e+00
  7.1521215e+00  2.9633031e+00  7.5102510e+00  4.2804170e+00
  7.5405898e+00  4.2267756e+00  2.7704639e+00  2.4186051e+00]",dislike_to_learn
"[-7.3087036e+02  8.1659882e+01 -2.8795151e+01  2.3665731e+01
 -3.4144150e+01  1.9495993e+00 -3.4840347e+01 -4.2980890e+00
 -2.4302908e+01 -1.5943300e+01 -1.3591674e+01 -2.1815998e+01
 -9.7675552e+00 -1.8504160e+01 -1.0491359e+00 -1.3713926e+01
 -5.4428327e-01 -6.4576850e+00 -3.3486254e+00 -6.7594209e+00
 -7.4983621e+00 -2.1419678e+00 -6.0750117e+00  2.8050218e+00
 -2.7581489e+00  3.8067760e+00 -3.1319230e+00  2.0086813e+00
  5.5096346e-01  1.6505715e+00  5.3700480e+00  6.2078009e+00
  1.2185200e+01  8.4901791e+00  1.1438421e+01  3.0436013e+00
  4.3142786e+00  3.4735206e-01  1.7843628e+00  3.7482460e+00]",dislike_to_learn
"[-7.3691492e+02  7.1479034e+01 -4.1057663e+01  1.8201149e+01
 -3.7485119e+01  1.1205072e+01 -3.4854366e+01 -7.4404711e-01
 -2.0493145e+01 -9.4846344e+00 -1.1058472e+01 -1.8680788e+01
 -6.7701659e+00 -1.8764355e+01 -2.6395173e+00 -1.8710505e+01
 -1.1836830e+00 -1.1913009e+01 -4.4393802e+00 -5.0720925e+00
 -5.3640022e+00  1.4258341e+00 -3.8460929e+00  6.6283579e+00
  8.1188017e-01  1.0728750e+01  2.4465277e+00  4.5223680e+00
 -2.5481704e-01  1.9920380e-01  3.1335990e+00 -6.1030203e-01
  4.6098938e+00  1.2756354e+00  5.3347268e+00  9.0314901e-01
  4.3000569e+00  2.4480076e+00  4.1907735e+00  3.0187306e+00]",dislike_to_learn
"[-7.1306158e+02  6.3621361e+01 -2.4970087e+01  1.1842808e+01
 -1.9137291e+01  1.0584389e+00 -2.3417305e+01 -8.8396959e+00
 -1.7781498e+01 -1.3270900e+01 -1.1702385e+01 -1.8593979e+01
 -9.9746437e+00 -1.7993542e+01 -4.3784103e+00 -1.0570268e+01
 -8.5179253e+00 -9.9497309e+00 -8.0804644e+00 -6.6483092e+00
 -6.9081578e+00 -1.8715792e+00 -5.3928018e+00 -1.4402683e+00
 -3.2410522e+00  1.5914739e+00  3.9607930e-01  1.5607255e+00
  2.4120677e+00  1.8166122e+00  2.2194381e+00 -6.2967938e-01
  2.5991912e+00  1.5597641e+00  3.4628539e+00  3.7653601e+00
  5.6505704e+00  3.7599826e+00  3.8611739e+00  6.3764820e+00]",dislike_to_learn
"[-6.7245636e+02  7.6378639e+01 -4.9411175e+01  7.1020818e+00
 -2.5468327e+01 -1.0211627e+01 -3.8673534e+01 -1.5408195e+01
 -1.7481766e+01 -1.0504702e+01 -1.4490579e+01 -1.7158331e+01
 -7.1109185e+00 -1.3666478e+01 -4.6683426e+00 -1.8051762e+01
 -3.1364506e-01 -2.1528926e+00 -8.7631168e+00 -9.6065044e+00
 -7.5987573e+00 -2.8720284e+00 -5.7882614e+00 -2.4956429e+00
 -6.1883202e+00  5.3011122e+00  2.9187608e+00  4.9054580e+00
  7.6156149e+00  1.0146800e+01  1.1823075e+01  4.2926698e+00
  2.6287796e+00  1.7753112e+00  6.2531219e+00  1.9985710e+00
  4.3248477e+00  3.8712456e+00  2.7964020e+00  1.4801855e+00]",dislike_to_learn
"[-7.4940082e+02  5.8223480e+01 -2.1427034e+01  2.6108828e+01
 -2.5262283e+01  1.1137202e+01 -2.6655132e+01 -2.9013021e+00
 -2.0756178e+01 -1.4587351e+01 -1.2642123e+01 -1.7470112e+01
 -7.9360404e+00 -1.7377449e+01 -4.0563116e+00 -1.6018839e+01
 -3.8772085e+00 -1.1978760e+01 -5.9341016e+00 -5.8222075e+00
 -7.1575770e+00 -2.0157075e+00 -5.3932452e+00  3.7773290e-01
 -4.3495350e+00  4.0597701e+00 -3.7316544e+00  5.3770012e-01
  5.0737453e-01  1.5391761e+00  5.1952820e+00  3.7192414e+00
  6.3809648e+00  3.5804968e+00  8.3444042e+00  4.4432569e+00
  7.7896323e+00  5.0433140e+00  5.7452393e+00  5.5366859e+00]",dislike_to_learn
"[-7.4929999e+02  7.1774490e+01 -3.5340569e+01  1.8349651e+01
 -4.0718338e+01  1.5710226e+01 -2.9671303e+01  5.1722469e+00
 -2.2467285e+01 -9.3822403e+00 -1.0556157e+01 -1.7276222e+01
 -5.8434091e+00 -2.2237478e+01 -3.2772589e+00 -1.7835924e+01
  2.0232034e+00 -1.1175714e+01 -4.2358932e+00 -6.9726443e+00
 -8.5860376e+00 -6.2116539e-01 -6.5251718e+00  3.8080637e+00
 -4.7289276e+00  4.8472743e+00 -1.7440531e+00  3.4020774e+00
  3.8727969e-01  2.5958288e+00  6.3132105e+00  4.1774950e+00
  8.6503086e+00  2.4972413e+00  6.7361770e+00  5.1231766e-01
  5.1769972e+00  3.8680520e+00  4.8580732e+00  3.5581937e+00]",dislike_to_learn
"[-7.5179230e+02  7.0307663e+01 -2.8999271e+01  2.6006660e+01
 -3.4799751e+01  7.9978724e+00 -3.0691719e+01 -4.2584476e+00
 -2.2387077e+01 -1.1021923e+01 -9.0436831e+00 -1.8235023e+01
 -7.0496125e+00 -1.8622913e+01 -3.3926036e+00 -1.6388794e+01
 -2.9500525e+00 -9.2141380e+00 -5.2482967e+00 -6.1878753e+00
 -3.9035144e+00  1.2301299e-01 -6.1260066e+00  3.1263292e+00
 -4.1697483e+00  1.2065156e+00 -4.1605444e+00  9.1391969e-01
 -3.3794603e-01  1.9483948e+00  3.7705088e+00  2.0481989e+00
  5.6475668e+00  1.9843949e+00  8.7041817e+00  3.8301730e+00
  7.4235830e+00  5.2243652e+00  6.2767248e+00  6.5850863e+00]",dislike_to_learn
"[-6.96149597e+02  6.41107330e+01 -2.19908695e+01  5.98253965e+00
 -2.30308895e+01 -7.99629450e+00 -1.98806973e+01 -1.39085045e+01
 -2.02204742e+01 -1.19244680e+01 -1.12502451e+01 -1.60762253e+01
 -8.74851513e+00 -1.81107826e+01 -9.91350746e+00 -9.04779911e+00
 -6.11594534e+00 -6.48925924e+00 -1.43971825e+00 -2.83394384e+00
 -5.52417946e+00 -7.28114903e-01 -1.50589454e+00  1.50445986e+00
 -5.32080866e-02  2.33415532e+00 -7.34085858e-01  2.44339633e+00
  2.98415303e+00  9.61913645e-01  4.04710054e+00  2.50735211e+00
  4.96668100e+00  5.21468067e+00  5.16142702e+00  3.90964866e+00
  3.59622407e+00  2.44278336e+00  3.33977890e+00  3.02339602e+00]",dislike_to_learn
"[-6.88867004e+02  6.96315384e+01 -4.42097931e+01  2.45868740e+01
 -3.63336372e+01 -2.09242964e+00 -2.86916084e+01 -1.13729105e+01
 -1.93675423e+01 -1.34811115e+01 -1.06995440e+01 -2.01601715e+01
 -1.11788616e+01 -1.50695238e+01 -6.33291149e+00 -1.66716518e+01
 -3.35519958e+00 -1.09703846e+01 -5.98410988e+00 -3.59528446e+00
 -7.73248291e+00 -2.41230249e+00 -3.72110820e+00  8.16285551e-01
 -2.77265382e+00  4.23453140e+00 -1.68464780e+00  2.19135308e+00
  2.19421029e+00  2.02059612e-01  3.62647742e-01 -1.00052381e+00
  2.33999419e+00  8.35223675e-01  6.91055250e+00  5.30940151e+00
  9.05427170e+00  6.69607830e+00  6.12122154e+00  4.80376911e+00]",dislike_to_learn
"[-6.75917053e+02  4.76482506e+01 -3.19112740e+01  8.94383430e+00
 -2.27957420e+01 -3.33501601e+00 -1.49153004e+01 -6.20546007e+00
 -1.45757265e+01 -9.86170006e+00 -1.41377478e+01 -1.20102510e+01
 -9.72235203e+00 -1.48757381e+01 -5.77163124e+00 -1.51198187e+01
 -4.34092665e+00 -9.63617897e+00 -8.09451580e+00 -3.49132371e+00
 -3.21617532e+00 -2.76167154e+00 -1.27137017e+00  2.08811641e+00
 -4.66909885e-01  3.53606391e+00 -1.83107269e+00  1.58511579e+00
 -3.67646188e-01  1.70744896e-01  2.36268234e+00  1.90792990e+00
  4.61446047e+00  4.99686861e+00  4.85472822e+00  2.35400772e+00
  6.25579071e+00  3.14688754e+00  2.81990790e+00  2.10478139e+00]",dislike_to_learn
"[-7.2597491e+02  6.8332054e+01 -2.5848768e+01  1.8754299e+01
 -3.0604937e+01  4.0283203e+00 -2.9458649e+01 -5.0885754e+00
 -1.5393538e+01 -1.3811248e+01 -1.3719492e+01 -1.4589151e+01
 -9.9992857e+00 -2.0108089e+01 -3.8742166e+00 -1.6406021e+01
 -2.8609400e+00 -1.0046971e+01 -6.7379003e+00 -4.2309995e+00
 -8.8091984e+00 -5.1362896e+00 -7.4592462e+00 -7.2814368e-02
 -4.6864581e+00  1.4036312e+00  5.6585267e-02  4.1367698e+00
  1.6862932e+00  2.3464553e+00  3.4513164e+00  1.2906680e+00
  4.3947549e+00  2.5186393e+00  9.4729509e+00  7.9461145e+00
  1.1356605e+01  8.1642694e+00  5.1472158e+00  2.6272326e+00]",dislike_to_learn
"[-7.3856653e+02  7.2600548e+01 -2.6761028e+01  1.6640156e+01
 -3.2322948e+01  7.4806123e+00 -3.1064989e+01 -7.9836307e+00
 -1.8116926e+01 -1.1361789e+01 -1.0471139e+01 -1.7295309e+01
 -7.9203162e+00 -1.7696505e+01 -5.0464807e+00 -1.5913090e+01
 -3.0820432e+00 -1.0074900e+01 -6.0892239e+00 -5.1787009e+00
 -6.3271341e+00 -1.4048040e+00 -4.4196982e+00  2.1841619e+00
 -5.8636336e+00 -8.9432351e-02 -3.4350252e+00  1.5634412e+00
  1.4316611e+00  2.6876664e+00  5.1790719e+00  2.7940359e+00
  6.3008537e+00  1.6518956e+00  5.8831406e+00  3.6853607e+00
  7.7103262e+00  8.1362152e+00  8.7212887e+00  7.5748386e+00]",dislike_to_learn
"[-7.05429016e+02  7.42479706e+01 -4.48078575e+01  1.96379070e+01
 -2.94513149e+01  6.22973680e+00 -3.52368317e+01 -8.54318810e+00
 -2.23216457e+01 -1.14339104e+01 -1.57211838e+01 -2.25133038e+01
 -3.82967949e+00 -1.34335814e+01 -4.58482599e+00 -2.06866989e+01
 -5.60293913e-01 -3.50771499e+00 -5.53138494e+00 -1.01624365e+01
 -6.46009111e+00  3.92065167e-01 -6.81693745e+00 -2.54028082e+00
 -8.46431160e+00  5.26559353e+00  9.47777569e-01  1.85070431e+00
  9.21277165e-01  2.96503973e+00  4.10222530e+00 -4.69898105e-01
  3.97873688e+00  4.82055664e+00  1.15947771e+01  6.30619240e+00
  7.65345430e+00  3.37214923e+00  2.80791497e+00  1.76759267e+00]",dislike_to_learn
"[-7.6403882e+02  8.5478050e+01 -1.9617144e+01  3.9776886e+01
 -2.9548811e+01  2.0177988e+01 -3.0366905e+01 -2.0749309e+00
 -2.3496519e+01 -1.5422055e+01 -1.7120098e+01 -2.5218845e+01
 -1.2991108e+01 -2.6845098e+01 -8.3633776e+00 -2.1140007e+01
 -5.3505077e+00 -1.3456029e+01 -5.2306552e+00 -6.7037559e+00
 -6.5272260e+00  3.5415319e-01 -4.8148255e+00  4.0708857e+00
 -2.4920576e+00  5.1996169e+00 -1.1817049e+00  4.0050421e+00
  1.3587980e+00  3.8946099e+00  4.1662703e+00  1.6687063e+00
  6.2353373e+00  1.5088673e+00  6.3622103e+00  2.1597245e+00
  6.7460403e+00  3.1185429e+00  6.0411019e+00  5.6597471e+00]",dislike_to_learn
"[-755.986       78.2958     -34.42966     29.445766   -37.181664
   15.488428   -31.130667    -2.2141001  -20.693102    -8.704631
  -12.615023   -21.421606    -8.263749   -23.61545     -2.8381941
  -15.982148    -1.1941613   -9.274624    -5.060191    -6.7190943
   -7.1878896   -1.2262758   -6.903381     1.4162145   -2.6836271
    4.1831765   -1.94773      4.2010612    1.4006628    3.8413591
    5.130795     3.2801528    6.4136252    3.1879618    7.5422816
    2.5228078    5.9989576    1.8039373    6.0265226    3.9557083]",dislike_to_learn
"[-7.25174683e+02  7.85447922e+01 -3.44826736e+01  2.21335487e+01
 -3.50308838e+01  6.17932796e+00 -2.54144230e+01 -4.67511034e+00
 -2.11863480e+01 -1.52447357e+01 -1.13909264e+01 -2.09063339e+01
 -1.06601381e+01 -1.68159180e+01 -4.26973343e+00 -1.52384348e+01
 -4.35052109e+00 -1.55263453e+01 -1.04233637e+01 -7.63098526e+00
 -9.36393929e+00 -6.13140345e+00 -8.66327858e+00  1.77851424e-01
 -7.44977427e+00  4.00620747e+00  3.82283807e+00  5.54167843e+00
  3.86436892e+00  4.23492908e+00  8.23546982e+00  1.09132729e+01
  1.17347355e+01  5.26103556e-01  4.48646832e+00  1.52435362e+00
  2.67891359e+00  4.55348444e+00  1.14976225e+01  5.64845324e+00]",dislike_to_learn
"[-709.4812      80.08106    -24.466675    16.89635    -35.660873
    6.994275   -32.29596     -7.2947483  -22.368338   -15.426123
  -13.988231   -19.071806   -10.56307    -20.68609     -3.518367
  -16.038803    -3.314885   -10.70597     -5.333114    -4.5190763
   -7.425844    -1.3388507   -5.952414    -1.2735      -5.579846
    2.1014473   -1.4713871    3.839545     2.038882     1.9180639
    3.0353584    0.9296571    5.2704873    4.0078063    7.6043096
    4.243575     7.6121035    5.0695457    5.669681     4.3722258]",dislike_to_learn
"[-7.5725287e+02  7.2833000e+01 -4.5560036e+01  2.9683983e+01
 -4.1555012e+01  1.4548144e+01 -3.4643085e+01  5.5436883e+00
 -2.2510923e+01 -1.0566569e+01 -6.6975188e+00 -1.6307791e+01
 -6.3359761e+00 -2.0743425e+01  3.1810760e-01 -1.8173399e+01
 -1.3531954e+00 -1.0407126e+01 -3.7813947e+00 -6.8635526e+00
 -6.4311872e+00 -6.8933263e-02 -4.8623052e+00  4.7247486e+00
 -1.8313034e-01  8.1016531e+00 -2.1371191e+00  4.8623505e+00
  8.5882080e-01  1.8206385e+00  3.7329776e+00  5.9181819e+00
  9.3114233e+00  1.4610947e+00  7.0998554e+00  1.8630856e+00
  6.0725446e+00  8.8311297e-01  3.2441542e+00  2.2261832e+00]",dislike_to_learn
"[-7.0897998e+02  7.3028404e+01 -2.9561369e+01  1.9801832e+01
 -3.1920338e+01  2.8969285e+00 -2.6220116e+01 -1.4141418e+01
 -1.9268461e+01 -1.9413412e+01 -1.7359570e+01 -1.4472465e+01
 -1.0100848e+01 -2.0236193e+01 -6.5626612e+00 -1.9274996e+01
 -6.5043583e+00 -6.8506503e+00 -6.4357409e+00 -5.3679719e+00
 -4.6401401e+00  5.4977641e-02 -4.1555948e+00  3.0739725e+00
 -1.8460504e+00  1.8185509e+00  8.6472593e-03  2.2337906e+00
  8.3204412e-01  2.1386557e+00  5.4440875e+00  3.4775925e+00
  6.6624188e+00  3.1128173e+00  5.7818236e+00  2.6156359e+00
  3.6105266e+00  4.0261517e+00  3.8857584e+00  3.2097559e+00]",dislike_to_learn
"[-732.3577       74.77568     -28.002542     14.241922    -34.273758
    9.479696    -23.33861      -8.353715    -21.512732    -12.828222
  -13.299308    -19.139378     -8.900846    -19.649569     -4.6619124
  -14.598699     -3.9731019    -9.145962     -4.3283234    -4.3073764
   -5.77362      -1.428241     -4.953254      3.0787346    -3.5961776
    1.8560888    -2.568403      2.356461      2.142385      2.3302572
    4.9268303     0.83653754    5.262584      1.9206383     4.0251184
    1.508037      4.3108664     2.9755483     4.6543016     5.338019  ]",dislike_to_learn
"[-7.1907257e+02  9.5524818e+01 -3.8369221e+01  2.0064672e+01
 -4.3958233e+01  1.1095952e+01 -3.3356842e+01 -6.1447582e+00
 -2.3989763e+01 -1.6795729e+01 -1.8220863e+01 -2.1765779e+01
 -7.4139371e+00 -1.9856285e+01 -2.2759781e+00 -1.7658508e+01
 -2.8400748e+00 -9.6548147e+00 -2.7085547e+00 -4.2647281e+00
 -4.2512255e+00  4.9266234e-01 -4.7715020e+00  3.9264667e+00
 -3.9096928e+00  4.5671601e+00 -1.5920093e+00  3.5416334e+00
  1.4833386e+00  2.9825747e+00  4.5168500e+00  3.0053670e+00
  6.6730790e+00  7.4730980e-01  6.6011071e+00  3.4835916e+00
  7.6544795e+00  3.8909252e+00  3.7116284e+00  2.8477149e+00]",dislike_to_learn
"[-7.7464850e+02  7.0893852e+01 -2.7043118e+01  2.6999449e+01
 -3.4648327e+01  1.2672904e+01 -2.7249971e+01 -1.1106030e+00
 -1.8977234e+01 -1.3324934e+01 -1.2331197e+01 -1.7302589e+01
 -9.1953707e+00 -2.2081835e+01 -2.9548872e+00 -1.4977110e+01
 -1.7887031e+00 -6.9370356e+00 -5.4245156e-01 -3.8795855e+00
 -6.0550761e+00 -1.4799128e+00 -6.4572644e+00  7.2823244e-01
 -5.4996762e+00  2.9830656e+00 -2.8631063e+00  1.5290557e+00
  4.0216073e-01  2.3249302e+00  2.8847055e+00  8.2528257e-01
  4.9079189e+00  7.0649272e-01  6.2790828e+00  2.0554886e+00
  5.7909651e+00  3.1594245e+00  4.8296552e+00  4.5905552e+00]",dislike_to_learn
"[-6.6705127e+02  8.9346893e+01 -3.7054619e+01  3.2025778e+00
 -3.3159382e+01 -3.4086974e+00 -2.5163525e+01 -1.1385409e+01
 -2.3514820e+01 -1.8119169e+01 -1.4396632e+01 -2.2918882e+01
 -1.2784057e+01 -1.8937315e+01 -7.1098037e+00 -1.3308420e+01
 -7.0096750e+00 -1.1726358e+01 -8.9443750e+00 -5.2256060e+00
 -7.1870542e+00 -2.0222034e+00 -3.3279970e+00  3.0255578e+00
 -6.2475044e-01  3.1739047e+00  2.1721668e+00  4.8638396e+00
  5.7157784e+00  3.2866054e+00  4.0073638e+00  2.9565780e+00
  5.8061972e+00  4.4417605e+00  5.8558359e+00  4.3179646e+00
  7.5870934e+00  6.5204163e+00  4.3879867e+00  1.8766352e+00]",dislike_to_learn
"[-696.51495     75.644745   -19.962664     7.2246175  -31.657492
    1.4137238  -18.989824    -6.432896   -20.155958   -17.364805
  -14.447315   -21.433302   -13.9729805  -19.102907    -6.7190766
  -14.228161    -7.428727   -10.299839    -7.351209    -6.4846563
   -7.6560626   -4.145158    -9.057596    -1.1928992   -2.422269
    2.6529646    2.2878993    4.6948934    4.2292266    2.6500943
    5.7600226    2.3415623    5.0065317    5.3405724    5.9293
    5.70687      7.91586      6.089267     4.1414833    3.2877283]",dislike_to_learn
"[-746.234       76.25883    -34.481438    32.294445   -34.64216
   17.637579   -28.23285     -1.91849    -20.794643   -11.574458
  -10.133901   -20.24602     -9.389831   -19.399693    -5.5876584
  -21.492342    -4.6511583  -10.946869    -6.307492    -8.199492
   -5.0344      -3.0625434   -6.5960526    3.5253267   -6.9992313
    2.3105295   -3.0663009    4.1688643    3.078382     3.842097
    4.554935     3.0646086    7.844464     4.1799617    9.884917
    3.7926967    8.396902     6.442711     7.7831063    6.778148 ]",dislike_to_learn
"[-7.3553137e+02  5.3778530e+01 -2.4190115e+01  2.0588966e+01
 -2.1928080e+01  5.5869484e+00 -2.1327406e+01 -9.8912134e+00
 -2.4251804e+01 -1.4764745e+01 -1.1457823e+01 -1.6757200e+01
 -8.1230116e+00 -1.7016989e+01 -1.9734541e+00 -1.2761677e+01
 -5.6973419e+00 -7.0466676e+00 -5.2270589e+00 -5.2341604e+00
 -6.2685661e+00 -2.1223865e+00 -7.1808586e+00  1.1132580e+00
 -2.5871732e+00 -1.5917209e-01 -2.6018069e+00  1.8731859e+00
  2.0718744e+00 -9.8672056e-01  2.4389036e+00  4.6355730e-01
  3.3408840e+00  1.3065712e+00  3.4794810e+00  3.1187296e+00
  4.3674541e+00  4.5376124e+00  5.3121090e+00  4.9826565e+00]",dislike_to_learn
"[-6.6425378e+02  5.4176868e+01 -3.4088852e+01  7.3194299e+00
 -1.8170172e+01 -4.0644832e+00 -2.9982332e+01 -1.4035423e+01
 -1.0567369e+01 -1.4043770e+01 -1.2202330e+01 -1.5221888e+01
 -1.0117810e+01 -1.8100611e+01 -8.2691879e+00 -1.0793740e+01
 -7.0862069e+00 -5.9855437e+00 -7.9720278e+00 -9.6714675e-01
  3.6488273e+00  4.3207245e+00  4.8722177e+00  5.9523320e+00
  4.4125053e-01  1.5434892e+00  1.6596330e+00  3.8035729e+00
  1.6084771e+00  7.9535186e-01  2.1022491e+00  1.8508043e+00
  3.2909312e+00  1.6946518e+00  1.4943216e+00 -7.6551247e-01
  2.7584150e+00  3.7005148e+00  3.2074397e+00  3.2727773e+00]",dislike_to_learn
"[-675.33655     91.43949    -49.69069     14.820338   -34.534363
    3.6697834  -34.71864    -12.076162   -28.245924   -13.32931
   -8.397114   -19.431417   -10.845103   -20.33075     -4.101681
  -17.89934     -6.1882925  -13.041735   -10.727957    -7.6524253
   -4.8329315   -3.8573446   -7.131396     3.7328246   -3.1113305
    5.8802743    2.6625786    4.3597083    2.0925226    3.84257
    4.572764     3.1554487    5.5942035    1.7172089    9.729622
    6.0871744    8.797981     4.152447     3.8387933    3.4142838]",dislike_to_learn
"[-7.2304846e+02  8.3852570e+01 -3.8897583e+01  2.1354435e+01
 -3.3964291e+01  5.4064474e+00 -3.1087191e+01 -1.8640944e+00
 -1.9888351e+01 -9.5074053e+00 -7.8007822e+00 -2.1457338e+01
 -9.2741814e+00 -2.0196066e+01 -6.2981272e+00 -1.8602928e+01
 -6.4286237e+00 -1.3330722e+01 -9.4825640e+00 -8.1122541e+00
 -6.9868526e+00 -9.4979823e-01 -4.9724064e+00  4.4578967e+00
  2.2930565e-01  6.5002680e+00  2.1535933e+00  5.7898283e+00
  8.1090504e-01 -7.8475559e-01 -2.6210201e-01 -8.5290086e-01
  5.4136658e+00  3.3489871e+00  8.1796589e+00  2.2703142e+00
  5.5549784e+00  3.7154434e+00  5.1080794e+00  4.6261597e+00]",dislike_to_learn
"[-7.61247253e+02  5.84290924e+01 -2.44010067e+01  2.91000271e+01
 -3.11788635e+01  1.46731615e+01 -3.36487885e+01  4.25806522e+00
 -2.22071762e+01 -8.93033028e+00 -1.20267553e+01 -1.93647442e+01
 -7.30538130e+00 -2.21714020e+01 -1.46608794e+00 -2.03776894e+01
 -2.69074321e-01 -1.12531080e+01 -4.48250055e+00 -4.39454556e+00
 -6.01723766e+00  8.20167243e-01 -6.70895767e+00  5.09069538e+00
 -5.32348537e+00  3.67342257e+00 -2.59014773e+00  1.35712361e+00
  8.70368779e-01  1.02709055e+00  3.44168830e+00  4.73007053e-01
  6.73254633e+00  1.26120353e+00  5.49614000e+00  1.68704522e+00
  6.68404102e+00  6.33904457e+00  7.19469929e+00  6.60601664e+00]",dislike_to_learn
"[-6.88750977e+02  6.40993881e+01 -1.48673515e+01  6.14441252e+00
 -1.28613911e+01 -8.49733067e+00 -2.49307404e+01 -1.41034040e+01
 -1.92367344e+01 -1.25950222e+01 -1.01400795e+01 -1.64291687e+01
 -1.00198708e+01 -1.72225227e+01 -1.12528839e+01 -9.82351971e+00
 -6.96491909e+00 -7.79307461e+00 -5.06015444e+00 -4.67644262e+00
 -4.41447115e+00  7.49927163e-02  1.09573171e-01  1.95536840e+00
  8.27479064e-01  2.84800363e+00 -1.30231833e+00  8.02487314e-01
  2.83662772e+00  2.78093886e+00  4.58023262e+00  3.90173173e+00
  5.85570812e+00  4.74064875e+00  6.47035933e+00  5.37805748e+00
  4.88979959e+00  4.52062845e+00  2.52368426e+00  2.00200248e+00]",dislike_to_learn
"[-6.8724335e+02  8.6314125e+01 -4.4491890e+01  2.0620417e+01
 -2.9800432e+01  2.4246669e+00 -3.5555332e+01 -1.3289429e+01
 -2.0137684e+01 -1.0515035e+01 -1.5125593e+01 -2.2213810e+01
 -7.3026209e+00 -1.6280226e+01 -6.6487250e+00 -2.0889187e+01
 -4.0081449e+00 -7.2533221e+00 -6.1681857e+00 -8.0458574e+00
 -7.9658475e+00 -3.0230787e+00 -9.1076279e+00 -2.5905852e+00
 -7.4631958e+00  2.4353824e+00 -1.0646484e+00  5.4119873e-01
  5.4145277e-01  4.0714903e+00  5.5158682e+00  8.0835752e-02
  2.7882206e+00  1.3671118e+00  7.5892520e+00  3.5293274e+00
  7.5463815e+00  7.0856681e+00  7.0318613e+00  5.3367882e+00]",dislike_to_learn
"[-7.1627509e+02  4.9598957e+01 -2.7035841e+01  1.7343643e+01
 -2.2853706e+01 -4.3657107e+00 -3.3110550e+01 -6.8694510e+00
 -1.7473190e+01 -8.5607586e+00 -1.2395242e+01 -1.8457918e+01
 -6.0514336e+00 -2.0620716e+01 -6.7637696e+00 -1.5638256e+01
 -6.5644321e+00 -1.0380290e+01 -5.7584524e+00 -1.7779037e+00
 -5.7494831e+00  1.4523214e+00 -2.8857102e+00  1.1197690e+00
 -1.7914872e+00  5.5416651e+00  6.6520786e+00  1.1252812e+01
  7.2651467e+00  9.0513587e-01  3.1169801e+00 -4.4513452e-01
  3.9200199e+00  2.8603594e+00  3.1388774e+00  3.0835345e-01
  1.6884698e+00  3.4941969e+00  4.2594132e+00  3.2767179e+00]",dislike_to_learn
